19,15,19,15,19,15,15,15,15,51,15,19,15,15,19,69,19,19,15,15,15,19,15,15
69,15,19,15,69,15,15,15,15,15,15,19,15,15,15,15,15,15,15,15,15,15,19,15,19,19,69,15,69,19,15,15,15,19
49,49,49,49,13,69,49,49,49,49,49,49,49,49,43,45,45,49,45,49,49,49,22
24,44,24,24,44,24,24,44,24,24,24,22,22,24,43,24,24,62,44,24,24,24,24,24,24,51,24,24,22,24,24,24,24,24,24,24,24,24,21,24,24,24,24,24,24,24,24,24,24,44,24,24,44,24,24,24,24,24,24,24,24,24,24,44,24,22,24
31,31,31,31,31,31,31,31,31,14,31,31,14,31,31,31,31,31,31,31,31,31,31,31,31,31,14,31,31,31,31,31,31,31
69,51,19,19,19,69,51,19,69,51,19,19,19,19,19,12,19,19,19,69,51,19,19,12,19,19,69,51,51,19,19,19,69,12,19
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
66,53,53,53,53,53,53,19,53,19,53,53,53,53,53,53,53,53,19,53,53,53,53,53,53,53,53,53,53,53,53,53,53,19,53,53,53,53,19,53,41,53,53,53,53,53,53,53
31,31,15,15,31,14,31,14,15,19,31,15,14,31,15,31,31,31,31,31,31,31,31,31
15,15,15,64,15,15,15,64,64,64,64,12,64,46,64,15,64,12,64,64,64,64,64,64,12
31,14,31,31,14,14,14,31,31,14,31,14,31,31,14,14,14,14,14,14,31,14,14,14,31,31,31,31,14,31,31,31,31,14,31,31,31,14,31,31,31,31,14,14,31,14,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
21,54,43,54,43,21,21,43,43,21,21,21,44,21,21,21,21,21,42,21,21,21,21,21,21,21,21,21,54,21,21,21,21,21,21,21,21,21,32,21,21,32,21
69,52,52,52,52,52,69,52,52,52,52,52,19,44,52,52,52,52,52,15,52,69,52,51,51,52,52,52
21,21,21,21,21,51,21,21,21,21,21,21,21,21,21,51,21,21,21,21,42,19,21,21,21,21,21,63,21
23,22,22,24,23,22,24,22,23,23,23,22,23,24,23,23,21,22,23,23,23,23,24,23,22,23,23,23,22,22,23,23,23
